cpu_pct_used,mem_pct_used,swap_pct_used,transient_pct_used,saswork_pct_used,xythosfs_pct_used,workspace_pct_used,high_usage,TotalRecvQ_bytes,TotalSendQ_bytes,usockets_servers,usockets_connections,tcp_active_connections,tcp_inactive_connections,active_https_conn,inactive_https_conn,enP65410s1_rx_packets,enP65410s1_rx_bytes,enP65410s1_tx_packets,enP65410s1_tx_bytes,eth0_rx_packets,eth0_rx_bytes,eth0_tx_packets,eth0_tx_bytes,lo_rx_packets,lo_rx_bytes,lo_tx_packets,lo_tx_bytes,eth1_rx_packets,eth1_rx_bytes,eth1_tx_packets,eth1_tx_bytes,date
5,24.4,89,12,1.5,63.6,66.9,,51,432,45,116,112,205,3,5,,,,,99,20467,108,40453,294,133073,294,133073,81,17734,119,41197,2025-03-27T04:39:06+00:00
5,24.4,89,12,1.6,63.6,66.9,,13,594,45,116,139,203,4,5,,,,,140,37202,130,50420,212,128489,212,128489,124,36646,141,51164,2025-03-27T04:41:07+00:00
8,24.4,89,12,1.7,63.6,66.9,,11,486,45,116,150,204,3,5,,,,,227,86634,243,88216,189,204490,189,204490,225,88923,253,88894,2025-03-27T04:43:07+00:00
7,24.2,89,12,1.7,63.6,66.9,,12,675,45,116,129,204,3,5,,,,,93,16097,90,28622,114,114992,114,114992,71,14054,100,29300,2025-03-27T04:45:07+00:00
6,24.5,89,12,1.9,63.6,66.9,,66,756,45,116,141,204,2,5,,,,,59,8962,59,25871,124,115489,124,115489,46,7747,69,26531,2025-03-27T04:47:07+00:00
6,24.5,89,12,2,63.6,66.9,,70,108,45,116,108,204,4,5,,,,,46,4588,43,20940,106,114092,106,114092,37,3891,53,21600,2025-03-27T04:49:07+00:00
6,24.5,89,12,2,63.6,66.9,,12,540,45,116,135,200,3,5,,,,,79,11984,87,28455,130,115801,130,115801,63,10584,97,29115,2025-03-27T04:51:07+00:00
7,24.5,91,12,2,63.6,66.9,,94,216,45,116,145,201,3,5,,,,,47,4855,51,23121,123,114976,123,114976,38,4172,62,23847,2025-03-27T04:53:07+00:00
6,24.5,91,12,2,63.6,66.9,,8,324,45,116,128,198,3,5,,,,,56,9503,55,26459,159,118309,159,118309,46,8797,65,27119,2025-03-27T04:55:07+00:00
6,24.5,91,12,2.1,63.6,66.9,,9,378,45,116,143,196,5,5,,,,,217,312081,229,209021,182,167712,182,167712,383,325328,342,216479,2025-03-27T04:57:07+00:00
3,24.1,91,12,2.1,63.6,66.9,,60,432,45,113,114,191,4,4,,,,,68,9934,68,26665,125,115541,125,115541,52,8380,78,27325,2025-03-27T04:59:07+00:00
15,24.9,91,13,2.2,63.6,66.9,,62,1737,45,133,180,251,8,10,,,,,4290,9652827,5929,931244,732,275909,732,275909,9068,10027337,6048,939098,2025-03-27T05:01:07+00:00
10,24.6,91,13,3.8,63.6,66.9,,11,486,45,122,185,222,8,7,,,,,50,7837,43,24455,138,116217,138,116217,41,7196,53,25115,2025-03-27T05:03:07+00:00
9,25.1,91.4,13,2.4,63.6,66.9,,14,4298,45,145,167,292,7,14,,,,,416,144192,446,103114,824,1232619,824,1232619,372,141624,458,103906,2025-03-27T05:05:07+00:00
8,24.5,91.4,12,2.4,63.6,66.9,,71,324,45,119,262,218,19,6,,,,,2468,1500180,2449,645536,148,117814,148,117814,2737,1548862,2669,660056,2025-03-27T05:07:07+00:00
5,24.4,91.4,12,2.4,63.6,66.9,,888,5364,45,116,120,200,2,5,,,,,1361,1255592,1610,500125,555,755058,555,755058,1850,1306173,1730,508045,2025-03-27T05:09:07+00:00
5,24.4,91.4,12,2.5,63.6,66.9,,9,3162,45,116,134,187,4,5,,,,,1037,663988,1034,532806,674,838885,674,838885,1307,695579,1184,542706,2025-03-27T05:11:07+00:00
6,24.5,91.4,12,2.6,63.6,66.9,,56,806,48,120,155,191,3,5,,,,,71,12020,70,27148,200,122809,200,122809,60,11521,80,27832,2025-03-27T05:13:07+00:00
4,24.5,91.4,12,2.7,63.6,66.9,,58,3108,45,116,127,194,3,5,,,,,785,720136,984,165687,387,419936,387,419936,993,743588,1005,167073,2025-03-27T05:15:07+00:00
6,24.5,91.4,12,2.8,63.6,66.9,,54,108,45,116,133,187,3,5,,,,,56,8516,53,25407,166,119868,166,119868,47,7959,63,26067,2025-03-27T05:17:07+00:00
7,24.5,91.4,12,2.8,63.6,66.9,,47,378,48,120,115,186,3,5,,,,,52,7940,51,25297,129,115864,129,115864,47,8027,61,25957,2025-03-27T05:19:07+00:00
6,24.5,91.4,12,2.9,63.6,66.9,,17,810,45,116,149,184,3,5,,,,,67,9808,66,26452,144,116644,144,116644,51,8240,76,27112,2025-03-27T05:21:07+00:00
6,24.5,91.4,12,3,63.6,66.9,,48,432,45,116,151,186,4,5,,,,,410,499650,350,390042,240,197664,240,197664,663,520718,571,404628,2025-03-27T05:23:07+00:00
6,24.5,91.4,12,3.1,63.6,66.9,,5,162,45,116,121,184,3,5,,,,,62,12876,57,29660,128,116247,128,116247,53,12403,67,30320,2025-03-27T05:25:07+00:00
7,24.7,91.4,12,3.2,63.6,66.9,,14,648,45,119,149,195,10,6,,,,,212,315928,211,211487,156,119191,156,119191,380,329237,319,218615,2025-03-27T05:27:07+00:00
8,24.8,91.4,12,3.3,63.6,66.9,,1651,1656,45,119,117,199,4,6,,,,,82,15834,88,32124,240,125863,240,125863,71,15407,98,32784,2025-03-27T05:29:07+00:00
11,24.9,91.4,23,3.3,63.6,66.9,,9,3162,45,122,137,204,4,7,,,,,1047,658604,1044,534679,692,968354,692,968354,1314,689701,1195,544645,2025-03-27T05:31:07+00:00
15,25,92.1,23,4.9,63.6,66.9,,133,270,45,122,146,206,3,7,,,,,14,5316,18,5610,201,122954,201,122954,14,5512,18,5610,2025-03-27T05:33:07+00:00
12,24.8,92.1,23,5.8,63.6,66.9,,6,496,45,118,143,195,5,5,,,,,674,263347,674,133244,851,1749929,851,1749929,666,271425,684,133904,2025-03-27T05:35:07+00:00
11,24.8,92.1,23,8.1,63.6,66.9,,60,432,45,116,154,233,5,5,,,,,84,14886,90,30858,146,118142,146,118142,74,14645,100,31536,2025-03-27T05:37:07+00:00
13,24.8,92.1,23,10.2,63.6,66.9,,99,486,45,116,121,218,3,5,,,,,65,8412,69,25102,107,114144,107,114144,55,7905,77,25648,2025-03-27T05:39:07+00:00
4,24.3,92.1,12,3.7,63.7,66.9,,13,594,45,113,154,226,5,4,,,,,59,9620,60,26455,129,115749,129,115749,50,9105,70,27115,2025-03-27T05:41:07+00:00
4,24.3,92.1,12,3.7,63.7,66.9,,1316,2310,45,113,154,221,3,4,,,,,40,4556,42,21255,126,115132,126,115132,38,4940,52,21915,2025-03-27T05:43:07+00:00
9,24.4,92.1,12,3.8,63.7,66.9,,55,648,45,118,134,228,3,5,,,,,706,256985,704,178301,557,797191,557,797191,684,261511,719,179291,2025-03-27T05:45:07+00:00
7,24.7,92.1,12,3.9,63.7,66.9,,8,324,45,116,142,229,4,5,,,,,64,9588,67,27772,123,114976,123,114976,38,4993,78,28498,2025-03-27T05:47:07+00:00
7,24.7,92.1,12,4,63.7,66.9,,49,486,45,116,123,219,4,5,,,,,58,9478,62,26676,128,115697,128,115697,49,8949,72,27336,2025-03-27T05:49:07+00:00
6,24.7,92.2,12,4.1,63.7,66.9,,10,432,45,116,135,215,3,5,,,,,47,4792,46,21243,182,121472,182,121472,38,4109,56,21903,2025-03-27T05:51:07+00:00
6,24.7,92.2,12,4.2,63.7,66.9,,13,594,45,116,149,215,3,5,,,,,56,8541,53,25411,201,122746,201,122746,47,7984,63,26071,2025-03-27T05:53:07+00:00
6,24.7,92.3,12,4.3,63.7,66.9,,56,216,45,116,125,218,3,5,,,,,66,7887,74,23834,116,114586,116,114586,52,6621,84,24494,2025-03-27T05:55:07+00:00
6,24.7,92.3,12,5.1,63.7,66.9,,61,486,46,116,146,220,4,5,,,,,228,329146,238,177078,195,176701,195,176701,381,340305,318,182358,2025-03-27T05:57:07+00:00
4,24.3,92.3,12,4.3,63.7,66.9,,8,324,46,113,109,207,3,4,,,,,69,9986,69,26731,126,115845,126,115845,53,8446,79,27391,2025-03-27T05:59:07+00:00
4,24.3,92.4,12,4.3,63.7,66.9,,9,378,45,113,140,205,4,4,,,,,59,6156,58,22161,201,122110,201,122110,43,4476,68,22821,2025-03-27T06:01:07+00:00
5,24.3,92.4,12,4.4,63.7,66.9,,11,486,45,113,152,202,4,4,,,,,56,8541,58,25953,195,121909,195,121909,47,7984,68,26613,2025-03-27T06:03:07+00:00
4,24.3,92.4,12,4.5,63.7,66.9,,9,378,45,113,127,199,3,4,,,,,56,6012,54,21940,177,396252,177,396252,44,4927,64,22600,2025-03-27T06:05:07+00:00
3,24.4,92.4,12,4.6,63.7,66.9,,6,216,45,113,134,195,3,4,,,,,55,9240,59,26249,128,116774,128,116774,53,9834,69,26909,2025-03-27T06:07:07+00:00
3,24.4,92.4,12,4.6,63.7,66.9,,13,594,45,111,116,197,3,4,,,,,62,6386,63,22572,116,114612,116,114612,46,4748,73,23232,2025-03-27T06:09:07+00:00
3,24.4,92.4,12,4.6,63.7,66.9,,9,378,45,113,133,200,3,5,,,,,53,8346,55,25653,110,114761,110,114761,44,7747,65,26313,2025-03-27T06:11:07+00:00
3,24.2,92.4,12,4.6,63.9,66.9,,45,270,45,113,143,200,3,5,,,,,227,56212,265,65025,225,131990,225,131990,203,54182,276,65751,2025-03-27T06:13:07+00:00
8,24.4,92.4,23,0.2,64.1,66.9,,49,486,45,119,138,227,3,6,,,,,78,15571,77,31966,172,119677,172,119677,53,11306,88,32692,2025-03-27T06:15:07+00:00
5,25.5,92.4,23,0.4,64.1,66.9,,13,594,45,119,146,223,4,6,,,,,69,9269,73,27730,132,115969,132,115969,41,4327,84,28462,2025-03-27T06:17:07+00:00
4,24.4,92.4,36,0.4,64.1,66.9,,14,648,45,119,120,223,3,6,,,,,48,4844,47,21308,115,114560,115,114560,39,4175,57,21968,2025-03-27T06:19:07+00:00
4,24.4,92.4,36,1.2,64.1,66.9,,11,486,45,119,143,223,3,6,,,,,58,7688,67,23449,99,113728,99,113728,49,7159,76,24043,2025-03-27T06:21:07+00:00
6,24.8,92.4,36,1,64.1,66.9,,60,432,45,119,148,224,3,6,,,,,37,3528,36,20457,114,114508,114,114508,35,3870,46,21117,2025-03-27T06:23:07+00:00
3,24.4,92.4,36,1.2,64.1,66.9,,8,324,45,119,129,223,3,6,,,,,53,5609,50,21559,116,114586,116,114586,43,4861,60,22219,2025-03-27T06:25:07+00:00
7,24.7,92.4,36,2.3,64.1,66.9,,10,432,45,124,140,240,4,7,,,,,147,44428,160,47601,584,216985,584,216985,128,43317,173,48459,2025-03-27T06:27:07+00:00
7,25.2,92.4,36,2.8,64.1,66.9,,13,594,46,125,130,260,4,8,,,,,190,99267,179,121347,653,180710,653,180710,209,101780,198,122601,2025-03-27T06:29:07+00:00
5,24.7,92.5,36,3.1,64.1,66.9,,9,983,46,124,145,252,3,7,,,,,1904,958058,1933,424377,2261,3358619,2261,3358619,1945,983936,2028,429753,2025-03-27T06:31:07+00:00
9,24.7,92.5,21,0.2,64.1,66.9,,8,384,45,130,157,254,6,7,,,,,1806,678809,1798,435664,1560,279732,1560,279732,1839,702440,1868,440338,2025-03-27T06:33:07+00:00
5,24.4,92.5,23,0.4,64.1,66.9,,11,1752,48,135,132,238,4,6,,,,,110,25204,114,40767,171,188828,171,188828,86,21443,128,41709,2025-03-27T06:35:07+00:00
4,24.4,92.5,23,1.7,64.1,66.9,,11,486,51,141,158,226,3,6,,,,,64,8327,67,24916,116,118696,116,118696,54,7806,77,25594,2025-03-27T06:37:07+00:00
13,24.7,92.5,23,1.9,64.1,66.9,,77,594,48,133,121,247,4,7,,,,,1916,747955,1943,415568,174,126034,174,126034,1972,777728,1953,416228,2025-03-27T06:39:07+00:00
5,24.9,92.5,23,3.3,64.1,66.9,,60,837,45,121,147,228,4,6,,,,,53,5455,60,22386,169,123010,169,123010,41,4391,70,23046,2025-03-27T06:41:07+00:00
7,24.8,92.5,23,5.7,64.1,66.9,,8,324,45,121,150,223,3,6,,,,,85,10375,87,26513,144,118138,144,118138,73,9759,97,27173,2025-03-27T06:43:07+00:00
10,24.6,92.5,25,6.4,64.1,66.9,,12,3047,45,124,142,240,3,7,,,,,6436,1416215,6580,1266762,341,202838,341,202838,6528,1511362,6605,1268412,2025-03-27T06:45:07+00:00
13,25.2,92.5,24,1.2,64.2,66.9,,10,432,45,130,142,268,3,9,,,,,1015,841839,1323,168055,435,145239,435,145239,1227,869294,1332,168589,2025-03-27T06:47:07+00:00
14,25.6,92.5,24,5.1,64.2,66.9,,7,270,45,130,127,297,4,9,,,,,132,58644,122,55815,228,128901,228,128901,119,57525,130,56343,2025-03-27T06:49:08+00:00
12,25.5,92.5,23,9.7,64.2,66.9,,15,702,45,124,151,260,3,7,,,,,292,114290,288,89599,524,752481,524,752481,277,115960,315,91381,2025-03-27T06:51:07+00:00
6,25,92.5,23,2.4,64.2,66.9,,10,432,45,124,173,252,5,7,,,,,48,4889,46,21239,103,113936,103,113936,39,4220,56,21899,2025-03-27T06:53:07+00:00
11,25.1,92.5,23,5.9,64.2,66.9,,62,540,45,124,135,249,4,7,,,,,26,2740,27,10952,138,117260,138,117260,20,2167,32,11282,2025-03-27T06:55:07+00:00
14,25.3,92.5,24,7.6,64.2,66.9,,63,697,45,130,171,269,4,9,,,,,852,353798,687,1141302,1151,889208,1151,889208,1001,374100,1323,1177896,2025-03-27T06:57:07+00:00
14,25.1,94.3,24,14.2,64.2,66.9,,2447,4562,45,138,168,319,8,11,,,,,4296,2859585,3656,2386238,1480,1717419,1480,1717419,5303,2984032,4778,2460356,2025-03-27T06:59:07+00:00
7,25,96.4,23,21.6,64.2,66.9,,10,60839,45,127,182,271,7,8,,,,,1285,314535,1133,1811677,730,974171,730,974171,1271,327917,1927,1854823,2025-03-27T07:01:07+00:00
8,24.8,98.6,23,25.9,64.2,66.9,,7,270,45,124,152,256,3,7,,,,,50,7375,59,17933,123,116717,123,116717,27,2955,63,18197,2025-03-27T07:03:07+00:00
5,24.3,99,23,19,64.2,66.9,,11,486,45,124,131,250,4,7,,,,,96,27603,113,27972,147,120465,147,120465,76,24202,115,28104,2025-03-27T07:05:07+00:00
4,24.5,99,23,23.8,64.2,66.9,,10,432,45,126,144,258,3,7,,,,,86,22780,81,36642,207,125767,207,125767,78,22709,92,37368,2025-03-27T07:07:07+00:00
5,24.6,98.7,23,0.4,64.3,66.9,,8,324,45,123,115,253,4,6,,,,,68,14383,70,30183,103,114681,103,114681,62,14192,83,31041,2025-03-27T07:09:07+00:00
6,24.3,98.7,23,1.5,64.3,66.9,,7,270,45,123,136,249,4,6,,,,,53,5633,50,21506,124,115028,124,115028,38,3957,60,22166,2025-03-27T07:11:07+00:00
6,24.3,98.5,23,1.8,64.3,66.9,,12,540,45,123,152,258,3,6,,,,,48,7125,43,21453,115,114980,115,114980,40,6522,53,22113,2025-03-27T07:13:07+00:00
10,24.4,98.5,15,0.2,64.3,66.9,,13,594,45,125,143,251,4,6,,,,,897,459646,929,155933,2035,2250865,2035,2250865,904,471129,945,156989,2025-03-27T07:15:07+00:00
5,24.7,98.5,23,1,64.3,66.9,,60,432,45,123,157,243,3,6,,,,,54,5442,54,22017,123,115148,123,115148,42,4392,64,22677,2025-03-27T07:17:07+00:00
4,24.3,98.5,23,4,64.3,66.9,,6,216,45,123,113,240,3,6,,,,,56,9710,62,23503,142,116112,142,116112,52,9750,72,24163,2025-03-27T07:19:07+00:00
4,24.3,98.5,23,6.3,64.3,66.9,,4,108,45,123,140,237,4,6,,,,,73,10436,70,23633,100,113780,100,113780,51,7853,80,24293,2025-03-27T07:21:07+00:00
6,24.7,98.5,23,1.8,64.3,66.9,,11,486,45,123,151,239,3,6,,,,,172,60650,228,53455,125,116864,125,116864,173,63102,241,54313,2025-03-27T07:23:07+00:00
11,25.2,98.5,23,4.4,64.3,66.9,,12,583,46,132,138,269,3,9,,,,,370,221842,354,193030,421,219811,421,219811,402,225235,416,197122,2025-03-27T07:25:07+00:00
9,24.8,98.5,15,0.2,64.3,66.9,,11,486,45,126,167,262,7,7,,,,,1531,754651,1498,420145,1977,3335640,1977,3335640,1593,779474,1626,427477,2025-03-27T07:27:07+00:00
6,24.9,98.5,23,1.4,64.3,66.9,,12,540,45,129,121,263,4,8,,,,,165,91509,148,95550,163,122956,163,122956,186,94448,183,97878,2025-03-27T07:29:07+00:00
7,25.1,98.5,23,2.8,64.3,66.9,,11,529,45,132,142,271,3,9,,,,,1246,954612,1582,222706,150,120377,150,120377,1484,986967,1599,224884,2025-03-27T07:31:07+00:00
1,25,98.5,15,0.3,64.3,66.9,,1300,5338,45,129,166,265,6,8,,,,,1556,607341,1520,394422,404,191331,404,191331,1614,632206,1594,399306,2025-03-27T07:33:07+00:00
2,24.6,98.4,15,0.2,64.3,66.9,,47,422,45,123,147,250,5,6,,,,,244,90914,225,97919,165,128596,165,128596,260,94556,254,99833,2025-03-27T07:35:07+00:00
6,24.7,98.4,23,2,64.3,66.9,,127,691,45,126,147,258,3,7,,,,,154,87171,135,83307,160,135765,160,135765,170,89636,164,85221,2025-03-27T07:37:07+00:00
8,24.7,98.4,23,3.7,64.3,66.9,,12,540,45,126,118,253,3,7,,,,,167,89099,148,96386,160,148053,160,148053,185,91878,185,98828,2025-03-27T07:39:07+00:00
4,24.7,98.4,15,0.2,64.3,66.9,,13,594,45,126,149,252,4,7,,,,,889,535792,835,303702,215,127684,215,127684,992,554138,934,310236,2025-03-27T07:41:07+00:00
4,24.7,98.4,23,0.6,64.3,66.9,,9,657,46,126,158,257,4,7,,,,,140,68346,118,72334,172,142801,172,142801,150,70219,144,74050,2025-03-27T07:43:07+00:00
9,24.8,98.4,24,2.3,64.3,66.9,,94,540,45,129,137,263,3,8,,,,,329,168577,311,128344,283,186443,283,186443,331,169409,348,130786,2025-03-27T07:45:07+00:00
8,25.6,98.4,24,7.8,64.3,66.9,,51,594,48,133,147,245,3,8,,,,,164,90919,146,92213,167,136496,167,136496,165,89657,177,94259,2025-03-27T07:47:07+00:00
8,25.5,98.4,24,6.8,64.3,66.9,,62,540,46,132,130,253,3,9,,,,,3109,886598,3216,744667,410,1946717,410,1946717,3224,933982,3313,751069,2025-03-27T07:49:07+00:00
8,25.5,98.4,26,5.9,64.3,66.9,,14,217161,45,134,150,256,3,9,,,,,580,137388,335,1044228,167,156017,167,156017,606,146744,955,1085148,2025-03-27T07:51:07+00:00
12,25.6,98,26,9.4,64.3,66.9,,7,270,45,134,150,259,3,9,,,,,159,93866,141,95779,145,123297,145,123297,188,97526,177,98155,2025-03-27T07:53:07+00:00
9,26,97.9,26,11.6,64.3,66.9,,883,2310,45,134,132,261,3,9,,,,,151,89506,128,92082,157,155365,157,155365,174,92308,163,94392,2025-03-27T07:55:07+00:00
10,25.4,98.2,27,12.5,64.3,66.9,,75,540,45,128,163,242,6,7,,,,,51,9207,48,22724,110,114989,110,114989,44,8712,58,23384,2025-03-27T07:57:07+00:00
5,24.8,100,25,13.8,64.6,66.9,,35,378,45,126,138,227,3,7,,,,,1836,1095270,1850,594870,1135,1537877,1135,1537877,2105,1137830,2012,605562,2025-03-27T07:59:07+00:00
74,30.1,100,7.1,0.2,64.8,66.9,,9,510,45,123,175,252,7,6,,,,,1523,1225629,1443,456419,1169,1960040,1169,1960040,1717,1257702,1617,468011,2025-03-27T08:01:08+00:00
11,31.1,99.9,3,0.2,64.8,66.9,,6,314,45,119,168,236,5,4,,,,,2172,787568,2193,458975,173,273590,173,273590,2196,818813,2225,461087,2025-03-27T08:03:07+00:00
10,32.5,99.8,2.1,0.2,64.8,66.9,,11,1091,45,117,131,218,3,3,,,,,2203,938482,2265,433205,199,253888,199,253888,2251,971554,2291,434921,2025-03-27T08:05:07+00:00
7,33.7,99.8,2.1,0.2,64.8,66.9,,49,184455,45,116,146,213,4,3,,,,,979,136504,640,1697180,202,218208,202,218208,984,150211,1616,1761596,2025-03-27T08:07:07+00:00
3,30.1,99.8,1.9,0.2,64.8,66.9,,62,540,45,112,124,206,5,2,,,,,62,15867,62,26629,114,114802,114,114802,54,14837,73,27355,2025-03-27T08:09:07+00:00
7,31.7,99.8,2,0.2,64.8,66.9,,14,648,45,118,140,217,3,3,,,,,48,4844,44,20973,107,114144,107,114144,36,3710,54,21633,2025-03-27T08:11:07+00:00
3,29.8,99.8,1.9,0.2,64.8,66.9,,11,230310,45,114,147,205,3,2,,,,,182,22629,129,296801,126,118830,126,118830,161,20167,297,306059,2025-03-27T08:13:07+00:00
4,29.9,99.8,1.9,0.2,64.8,66.9,,935,2226,45,114,129,207,4,2,,,,,271,67449,291,82912,131,116395,131,116395,243,65628,305,83950,2025-03-27T08:15:07+00:00
3,30.1,99.8,2,0.2,64.8,66.9,,7,270,45,114,135,197,4,2,,,,,54,5632,53,21625,113,114456,113,114456,38,3882,63,22285,2025-03-27T08:17:07+00:00
4,30.1,99.8,2,0.2,64.8,66.9,,15,702,45,114,122,202,4,2,,,,,48,6582,51,22196,102,113884,102,113884,40,5979,61,22856,2025-03-27T08:19:07+00:00
4,30,99.8,2,0.2,64.8,66.9,,8,384,45,114,138,200,3,2,,,,,2490,801942,2486,342821,127,115184,127,115184,2483,835593,2495,343415,2025-03-27T08:21:07+00:00
4,30,99.8,2,0.2,64.8,66.9,,10,432,45,114,150,200,4,2,,,,,242,90485,247,87054,123,127146,123,127146,241,93060,277,89034,2025-03-27T08:23:07+00:00
3,30,99.8,2,0.2,64.8,66.9,,12,540,45,114,132,202,3,2,,,,,162,44272,173,50250,128,124393,128,124393,154,45172,188,51258,2025-03-27T08:25:07+00:00
8,30.5,99.8,2.1,0.2,64.8,66.9,,99,486,45,120,141,225,4,4,,,,,98,22959,95,37182,145,120114,145,120114,88,22647,110,38190,2025-03-27T08:27:07+00:00
8,31.1,99.9,2.1,0.2,64.8,66.9,,9,378,45,120,124,237,4,4,,,,,97,18813,90,36221,105,114040,105,114040,69,14155,103,37097,2025-03-27T08:29:07+00:00
10,31.7,100,2.1,0.2,64.8,66.9,,10,432,45,123,144,240,3,4,,,,,1476,669134,1476,214697,2622,3700649,2622,3700649,1468,687919,1491,215687,2025-03-27T08:31:07+00:00
6,31.4,99.9,2.2,0.3,64.8,66.9,,5,254,45,125,153,245,3,4,,,,,1705,622545,1680,366964,257,134043,257,134043,1743,648300,1740,371000,2025-03-27T08:33:07+00:00
3,30.9,100,2.1,0.2,64.8,66.9,,1194,2418,45,124,134,240,3,3,,,,,35,3231,34,20158,115,114560,115,114560,32,3457,44,20818,2025-03-27T08:35:07+00:00
6,30.9,100,2.1,0.2,64.8,66.9,,12,540,45,124,143,239,3,3,,,,,52,9973,47,22073,120,114820,120,114820,46,9558,57,22733,2025-03-27T08:37:07+00:00
1,23.6,99.8,0.8,0.2,64.8,66.9,,11,486,45,120,124,241,3,2,,,,,54,7225,49,21899,113,114604,113,114604,41,5775,59,22559,2025-03-27T08:39:07+00:00
1,23.6,99.8,0.8,0.2,64.8,66.9,,5,265,45,120,134,245,4,2,,,,,47,6260,42,21356,115,114708,115,114708,39,5643,52,22016,2025-03-27T08:41:07+00:00
4,23.7,99.8,0.8,0.2,64.8,66.9,,61,486,45,125,154,265,3,3,,,,,102,32216,100,43107,230,126305,230,126305,96,32350,116,44163,2025-03-27T08:43:07+00:00
5,23.7,99.8,0.9,0.2,64.8,66.9,,10,1075,45,125,136,264,3,3,,,,,175,67333,173,37784,150,119431,150,119431,163,67811,182,38378,2025-03-27T08:45:07+00:00
3,24,99.7,0.9,0.2,64.8,66.9,,10,432,45,125,142,259,3,3,,,,,88,22906,87,33216,171,179432,171,179432,76,21896,99,34008,2025-03-27T08:47:07+00:00
4,24.1,99.7,0.9,0.3,64.8,66.9,,8,2894,45,125,117,258,3,3,,,,,149,37491,159,46943,120,114968,120,114968,141,38272,173,47909,2025-03-27T08:49:07+00:00
5,24.2,99.7,0.9,0.3,64.8,66.9,,9,378,45,128,141,265,3,4,,,,,57,7748,52,22183,125,115080,125,115080,42,6106,62,22843,2025-03-27T08:51:07+00:00
4,24.3,99.7,0.9,0.3,64.8,66.9,,15,702,45,128,162,265,4,4,,,,,56,13025,51,23326,132,115592,132,115592,50,12666,61,23986,2025-03-27T08:53:07+00:00
4,24.3,99.7,0.9,0.3,64.8,66.9,,66,756,45,128,140,272,3,4,,,,,1095,700392,1226,305283,1400,2988845,1400,2988845,1265,723235,1296,309903,2025-03-27T08:55:07+00:00
10,24.5,99.7,1,0.3,64.8,66.9,,14,889,45,135,150,289,4,5,,,,,3419,1945307,3536,712537,3958,7497870,3958,7497870,3728,2009943,3697,722473,2025-03-27T08:57:07+00:00
5,24.3,99.7,0.8,0.2,64.8,66.9,,10,4031,45,130,158,288,9,3,,,,,1533,854850,1547,328110,2174,3672265,2174,3672265,1641,882671,1618,332704,2025-03-27T08:59:07+00:00
8,24.3,99.4,0.9,0.3,64.8,66.9,,8,361,48,135,180,281,7,4,,,,,1010,579033,1052,254563,1424,2420729,1424,2420729,1118,599118,1120,259051,2025-03-27T09:01:07+00:00
6,23.8,99.4,0.9,0.3,64.8,66.9,,8,1672,45,124,158,260,4,3,,,,,146,52377,159,60441,130,127161,130,127161,144,53542,180,61827,2025-03-27T09:03:07+00:00
2,23.8,99.4,0.9,0.3,64.8,66.9,,13,638,45,124,138,258,3,3,,,,,1248,5283729,2339,227507,144,116734,144,116734,4600,5521603,2349,228167,2025-03-27T09:05:07+00:00
2,23.8,99.4,0.9,0.3,64.8,66.9,,6,216,45,124,137,255,3,3,,,,,1971,825689,1893,476827,102,113884,102,113884,2101,861552,2042,486661,2025-03-27T09:07:07+00:00
1,23.5,99.4,0.8,0.2,64.8,66.9,,6,216,45,121,121,244,9,2,,,,,59,7926,56,22528,106,114092,106,114092,44,6312,66,23188,2025-03-27T09:09:07+00:00
1,23.5,99.4,0.8,0.2,64.8,66.9,,7,270,45,119,143,238,4,2,,,,,43,4323,44,21027,110,114300,110,114300,34,3584,54,21687,2025-03-27T09:11:07+00:00
2,23.5,99.4,0.8,0.2,64.8,66.9,,56,216,45,119,148,242,3,2,,,,,53,9943,49,23095,110,114300,110,114300,47,9542,59,23755,2025-03-27T09:13:07+00:00
3,23.6,99.4,0.8,0.2,64.8,66.9,,5,162,45,121,127,250,4,2,,,,,335,152076,348,64096,518,914760,518,914760,324,154356,358,64756,2025-03-27T09:15:07+00:00
1,23.5,99.4,0.8,0.2,64.8,66.9,,110,249623,45,119,142,249,3,2,,,,,6181,1152526,5514,4013321,133,146456,133,146456,6317,1247397,7454,4118061,2025-03-27T09:17:07+00:00
0,23.5,99.4,0.8,0.2,64.8,66.9,,9,378,45,119,117,241,3,2,,,,,70,12076,71,25039,105,114188,105,114188,57,10748,81,25699,2025-03-27T09:19:07+00:00
1,23.5,99.4,0.8,0.2,64.8,66.9,,13,594,45,121,147,251,3,2,,,,,47,15000,58,17422,296,142548,296,142548,43,14819,61,17620,2025-03-27T09:21:07+00:00
1,23.5,99.4,0.8,0.2,64.8,66.9,,179,162,45,119,145,242,3,2,,,,,85,58832,86,33112,142,117674,142,117674,99,58015,97,33856,2025-03-27T09:23:07+00:00
0,23.5,99.4,0.8,0.2,64.8,66.9,,7,270,45,119,131,241,3,2,,,,,72,12513,71,26389,124,114130,124,114130,63,12087,81,27067,2025-03-27T09:25:07+00:00
0,23.5,99.4,0.8,0.2,64.8,66.9,,10,432,45,119,155,242,6,2,,,,,502,147757,504,105286,157,134603,157,134603,490,152533,525,106690,2025-03-27T09:27:07+00:00
2,23.5,99.4,0.8,0.2,64.8,66.9,,85,378,45,119,120,242,3,2,,,,,191,63959,217,70219,239,143221,239,143221,190,65820,241,71803,2025-03-27T09:29:07+00:00
